Date,Price,Change %,VIX Level,Average VIX Level,VIX Level Squared,Recent Volatility,Average Recent Volatility,Next Realized Volatility,Average Next Realized Volatility,VIX Premium,Average VIX Premium,MR Volatility,MR Volatility Squared,Difference,Average Difference,Squared Difference,Variance Premium,EVIX,DTM,Volatility Premium,Average Volatility Premium,MR Adjustment,Average MR,VCR,Average VCR,CHECK,% Change Recent Volatility,Average % Change Recent Volatility
1996-09-09,663.80,1.24,16.36,15.16,267.65,11.71,10.71,7.27,11.13,9.09,4.02,13.09,171.33,3.27,2.71,96.32,110.62,16.79,-0.43,3.7,3.7,1.38,1.38,0.95,0.95,123.27,4.43,4.43
1996-09-10,663.80,0.0,16.25,15.18,264.06,11.38,10.73,7.51,11.14,8.74,4.04,12.88,165.82,3.37,2.71,98.24,107.19,16.52,-0.27,3.65,3.65,1.5,1.5,1.23,1.23,119.8,3.86,3.86
1996-09-11,667.30,0.53,16.06,15.19,257.92,11.32,10.75,7.46,11.14,8.6,4.05,12.84,164.86,3.22,2.72,93.07,106.59,16.48,-0.42,3.64,3.64,1.52,1.52,1.11,1.11,119.02,3.86,3.86
1996-09-12,671.10,0.57,15.97,15.21,255.04,11.25,10.78,7.81,11.14,8.16,4.07,12.8,163.79,3.17,2.72,91.25,105.93,16.42,-0.45,3.63,3.63,1.54,1.54,1.09,1.09,118.28,3.44,3.44
1996-09-13,680.50,1.4,15.2,15.23,231.04,11.09,10.8,6.92,11.14,8.28,4.08,12.69,161.09,2.51,2.72,69.95,104.26,16.29,-1.09,3.6,3.6,1.6,1.6,0.51,0.51,115.86,4.17,4.17
1996-09-16,684.00,0.51,15.43,15.24,238.08,9.82,10.81,7.03,11.14,8.4,4.1,11.87,140.99,3.56,2.72,97.09,91.78,15.26,0.17,3.38,3.38,2.05,2.05,2.23,2.23,103.82,2.79,2.79
1996-09-17,682.90,-0.16,15.74,15.25,247.75,9.76,10.83,7.16,11.14,8.58,4.11,11.83,140.05,3.91,2.73,107.7,91.19,15.21,0.53,3.37,3.37,2.08,2.08,2.61,2.61,103.56,2.6,2.6
1996-09-18,681.50,-0.21,15.86,15.27,251.54,9.78,10.85,7.12,11.14,8.74,4.13,11.85,140.38,4.01,2.73,111.16,91.4,15.22,0.64,3.38,3.38,2.07,2.07,2.7,2.7,103.88,2.66,2.66
1996-09-19,683.00,0.22,16.03,15.28,256.96,9.77,10.86,7.28,11.14,8.75,4.14,11.84,140.28,4.19,2.73,116.68,91.33,15.22,0.81,3.37,3.37,2.07,2.07,2.88,2.88,103.99,2.49,2.49
1996-09-20,687.00,0.59,15.65,15.29,244.92,9.82,10.88,7.19,11.14,8.46,4.16,11.88,141.03,3.77,2.74,103.9,91.8,15.26,0.39,3.38,3.38,2.05,2.05,2.44,2.44,104.06,2.63,2.63
1996-09-23,686.50,-0.07,16.46,15.31,270.93,9.82,10.89,7.24,11.14,9.22,4.17,11.87,141.0,4.59,2.74,129.93,91.78,15.26,1.2,3.38,3.38,2.05,2.05,3.26,3.26,104.86,2.58,2.58
1996-09-24,685.60,-0.13,16.45,15.32,270.6,9.76,10.91,7.71,11.13,8.74,4.18,11.83,140.03,4.62,2.74,130.57,91.18,15.21,1.24,3.37,3.37,2.08,2.08,3.32,3.32,104.26,2.05,2.05
1996-09-25,685.80,0.03,16.22,15.33,263.09,9.35,10.93,8.61,11.14,7.61,4.2,11.57,133.83,4.65,2.75,129.26,87.33,14.87,1.35,3.3,3.3,2.22,2.22,3.57,3.57,100.24,0.74,0.74
1996-09-26,685.90,0.01,16.11,15.35,259.53,9.34,10.94,8.62,11.14,7.49,4.21,11.57,133.77,4.54,2.75,125.76,87.29,14.87,1.24,3.3,3.3,2.22,2.22,3.47,3.47,100.1,0.72,0.72
1996-09-27,686.20,0.04,16.1,15.36,259.21,9.34,10.95,8.63,11.14,7.47,4.22,11.57,133.78,4.53,2.76,125.43,87.3,14.87,1.23,3.3,3.3,2.22,2.22,3.45,3.45,100.1,0.71,0.71
1996-09-30,687.30,0.16,16.95,15.37,287.3,9.29,10.97,8.63,11.15,8.32,4.23,11.54,133.07,5.41,2.76,154.24,86.85,14.83,2.12,3.29,3.29,2.24,2.24,4.36,4.36,100.51,0.66,0.66
1996-10-01,689.10,0.26,17.05,15.38,290.7,9.3,10.98,8.76,11.15,8.29,4.23,11.54,133.15,5.51,2.76,157.55,86.91,14.83,2.22,3.3,3.3,2.24,2.24,4.45,4.45,100.66,0.54,0.54
1996-10-02,694.00,0.71,16.78,15.39,281.57,9.43,10.99,8.62,11.15,8.16,4.24,11.62,135.02,5.16,2.76,146.55,88.07,14.94,1.84,3.32,3.32,2.19,2.19,4.04,4.04,101.53,0.8,0.8
1996-10-03,692.80,-0.17,16.77,15.39,281.23,9.45,11.01,8.67,11.15,8.1,4.24,11.63,135.31,5.14,2.75,145.92,88.25,14.95,1.82,3.32,3.32,2.19,2.19,4.01,4.01,101.7,0.78,0.78
1996-10-04,701.50,1.26,14.8,15.4,219.04,9.79,11.03,8.07,11.15,6.73,4.25,11.85,140.51,2.95,2.75,78.53,91.48,15.23,-0.43,3.38,3.38,2.07,2.07,1.63,1.63,102.9,1.72,1.72
1996-10-07,703.30,0.26,15.11,15.4,228.31,9.56,11.04,8.1,11.15,7.01,4.25,11.71,137.08,3.4,2.74,91.23,89.35,15.05,0.06,3.34,3.34,2.15,2.15,2.21,2.21,101.12,1.46,1.46
1996-10-08,700.60,-0.38,15.58,15.4,242.74,9.52,11.05,8.09,11.15,7.49,4.25,11.68,136.42,3.9,2.73,106.31,88.94,15.01,0.57,3.33,3.33,2.16,2.16,2.73,2.73,101.19,1.43,1.43
1996-10-09,696.70,-0.56,16.09,15.41,258.89,9.74,11.07,7.76,11.15,8.33,4.26,11.82,139.71,4.27,2.73,119.17,90.98,15.19,0.9,3.37,3.37,2.08,2.08,2.99,2.99,103.7,1.97,1.97
1996-10-10,694.60,-0.3,16.26,15.41,264.39,9.76,11.08,7.69,11.15,8.57,4.27,11.83,140.06,4.43,2.73,124.33,91.19,15.21,1.05,3.37,3.37,2.08,2.08,3.13,3.13,104.08,2.07,2.07
1996-10-11,700.70,0.88,15.07,15.42,227.1,9.22,11.09,7.63,11.14,7.44,4.28,11.49,131.93,3.58,2.73,95.17,86.15,14.77,0.3,3.28,3.28,2.27,2.27,2.57,2.57,97.94,1.59,1.59
1996-10-14,703.50,0.4,15.13,15.42,228.92,8.69,11.1,8.04,11.14,7.09,4.28,11.15,124.25,3.98,2.72,104.67,81.38,14.34,0.79,3.19,3.19,2.46,2.46,3.25,3.25,93.32,0.65,0.65
1996-10-15,702.60,-0.13,15.83,15.43,250.59,8.75,11.11,8.04,11.14,7.79,4.29,11.18,125.07,4.65,2.72,125.52,81.89,14.39,1.44,3.2,3.2,2.43,2.43,3.88,3.88,94.52,0.71,0.71
1996-10-16,704.40,0.26,15.6,15.44,243.36,8.74,11.12,8.11,11.14,7.49,4.29,11.18,125.0,4.42,2.72,118.36,81.85,14.38,1.22,3.2,3.2,2.44,2.44,3.65,3.65,94.25,0.63,0.63
1996-10-17,707.00,0.37,15.41,15.44,237.47,7.99,11.13,8.1,11.14,7.31,4.3,10.69,114.31,4.72,2.73,123.16,75.21,13.77,1.64,3.07,3.07,2.71,2.71,4.35,4.35,87.54,-0.12,-0.12
1996-10-18,710.80,0.54,15.08,15.45,227.41,7.76,11.13,8.09,11.14,6.99,4.31,10.55,111.21,4.53,2.73,116.2,73.28,13.58,1.5,3.04,3.04,2.79,2.79,4.28,4.28,85.33,-0.33,-0.33
1996-10-21,709.90,-0.13,15.98,15.46,255.36,7.27,11.13,8.89,11.14,7.09,4.32,10.23,104.7,5.75,2.74,150.66,69.24,13.19,2.79,2.96,2.96,2.96,2.96,5.75,5.75,82.26,-1.62,-1.62
1996-10-22,706.60,-0.46,16.4,15.47,268.96,7.51,11.14,8.87,11.14,7.53,4.33,10.39,107.92,6.01,2.74,161.04,71.24,13.38,3.02,3.0,3.0,2.87,2.87,5.89,5.89,84.64,-1.36,-1.36
1996-10-23,707.30,0.1,16.45,15.47,270.6,7.46,11.14,8.9,11.14,7.55,4.33,10.35,107.17,6.1,2.75,163.43,70.77,13.34,3.11,2.99,2.99,2.89,2.89,6.0,6.0,84.24,-1.45,-1.45
1996-10-24,702.30,-0.71,16.89,15.48,285.27,7.81,11.14,8.85,11.15,8.04,4.33,10.58,111.97,6.31,2.75,173.3,73.76,13.63,3.26,3.05,3.05,2.77,2.77,6.03,6.03,87.6,-1.03,-1.03
1996-10-25,700.90,-0.2,17.29,15.49,298.94,6.92,11.14,9.43,11.15,7.86,4.34,10.01,100.11,7.28,2.76,198.83,66.39,12.9,4.39,2.9,2.9,3.08,3.08,7.47,7.47,80.78,-2.51,-2.51
1996-10-28,697.30,-0.51,18.34,15.51,336.36,7.03,11.14,9.31,11.16,9.03,4.35,10.07,101.47,8.27,2.78,234.89,67.23,12.99,5.35,2.92,2.92,3.05,3.05,8.4,8.4,82.66,-2.29,-2.29
1996-10-29,701.50,0.6,18.28,15.52,334.16,7.16,11.14,9.81,11.17,8.47,4.36,10.16,103.19,8.12,2.8,230.97,68.3,13.1,5.18,2.94,2.94,3.0,3.0,8.18,8.18,83.65,-2.65,-2.65
1996-10-30,700.90,-0.09,18.48,15.54,341.51,7.12,11.14,10.99,11.18,7.49,4.36,10.14,102.73,8.34,2.82,238.78,68.01,13.07,5.41,2.93,2.93,3.01,3.01,8.43,8.43,83.56,-3.87,-3.87
1996-10-31,705.30,0.63,18.11,15.56,327.97,7.28,11.14,10.91,11.19,7.2,4.37,10.24,104.83,7.87,2.84,223.15,69.32,13.2,4.91,2.96,2.96,2.96,2.96,7.87,7.87,84.47,-3.63,-3.63
1996-11-01,703.80,-0.21,17.89,15.59,320.05,7.19,11.14,11.38,11.2,6.51,4.38,10.18,103.63,7.71,2.86,216.42,68.58,13.12,4.77,2.94,2.94,2.99,2.99,7.76,7.76,83.52,-4.19,-4.19
1996-11-04,706.70,0.41,18.04,15.61,325.44,7.24,11.14,11.47,11.21,6.57,4.4,10.21,104.24,7.83,2.89,221.2,68.95,13.16,4.88,2.95,2.95,2.97,2.97,7.85,7.85,84.04,-4.24,-4.24
1996-11-05,714.10,1.05,17.65,15.63,311.52,7.71,11.13,11.29,11.22,6.36,4.41,10.51,110.51,7.14,2.9,201.01,72.85,13.54,4.11,3.03,3.03,2.81,2.81,6.91,6.91,87.47,-3.59,-3.59
1996-11-06,724.60,1.47,16.97,15.64,287.98,8.61,11.14,11.88,11.22,5.09,4.42,11.09,123.08,5.88,2.92,164.9,80.66,14.27,2.7,3.18,3.18,2.48,2.48,5.18,5.18,94.45,-3.27,-3.27
1996-11-07,727.60,0.41,17.21,15.66,296.18,8.62,11.14,11.88,11.23,5.33,4.43,11.1,123.19,6.11,2.94,173.0,80.72,14.28,2.93,3.18,3.18,2.48,2.48,5.41,5.41,94.75,-3.26,-3.26
1996-11-08,730.80,0.44,15.78,15.67,249.01,8.63,11.14,11.88,11.24,3.9,4.43,11.11,123.39,4.67,2.95,125.62,80.84,14.29,1.49,3.18,3.18,2.48,2.48,3.97,3.97,93.44,-3.25,-3.25
1996-11-11,731.90,0.15,14.04,15.68,197.12,8.63,11.15,11.96,11.25,2.08,4.43,11.11,123.4,2.93,2.95,73.73,80.85,14.29,-0.25,3.18,3.18,2.48,2.48,2.22,2.22,91.71,-3.33,-3.33
1996-11-12,729.60,-0.31,15.36,15.69,235.93,8.76,11.15,12.0,11.26,3.36,4.42,11.19,125.26,4.17,2.95,110.67,82.0,14.4,0.96,3.2,3.2,2.43,2.43,3.39,3.39,94.16,-3.24,-3.24
1996-11-13,731.10,0.21,14.89,15.69,221.71,8.62,11.15,12.0,11.27,2.89,4.42,11.1,123.28,3.79,2.96,98.44,80.77,14.28,0.61,3.18,3.18,2.48,2.48,3.08,3.08,92.48,-3.37,-3.37
1996-11-14,735.90,0.66,13.79,15.7,190.16,8.67,11.15,11.97,11.28,1.82,4.42,11.13,123.94,2.66,2.96,66.23,81.18,14.32,-0.53,3.19,3.19,2.46,2.46,1.93,1.93,91.78,-3.3,-3.3
1996-11-15,737.60,0.23,14.36,15.71,206.21,8.07,11.15,13.08,11.3,1.28,4.41,10.75,115.51,3.61,2.97,90.7,75.95,13.84,0.52,3.09,3.09,2.68,2.68,3.2,3.2,87.23,-5.01,-5.01
1996-11-18,737.00,-0.08,15.12,15.72,228.61,8.1,11.15,13.16,11.31,1.96,4.4,10.77,115.89,4.35,2.98,112.73,76.19,13.86,1.26,3.09,3.09,2.67,2.67,3.93,3.93,88.21,-5.06,-5.06
1996-11-19,742.20,0.71,15.23,15.73,231.95,8.09,11.15,13.71,11.33,1.52,4.4,10.76,115.71,4.47,3.0,116.25,76.07,13.85,1.38,3.09,3.09,2.67,2.67,4.05,4.05,88.21,-5.62,-5.62
1996-11-20,744.00,0.24,15.94,15.75,254.08,7.76,11.15,13.7,11.35,2.24,4.4,10.55,111.28,5.39,3.02,142.81,73.32,13.59,2.35,3.04,3.04,2.79,2.79,5.14,5.14,86.23,-5.93,-5.93
1996-11-21,742.80,-0.16,15.77,15.76,248.69,7.69,11.15,13.85,11.36,1.92,4.4,10.5,110.31,5.27,3.03,138.38,72.72,13.53,2.24,3.03,3.03,2.81,2.81,5.05,5.05,85.47,-6.15,-6.15
1996-11-22,748.70,0.79,14.92,15.77,222.61,7.63,11.14,13.8,11.37,1.12,4.4,10.46,109.47,4.46,3.04,113.14,72.2,13.48,1.44,3.02,3.02,2.83,2.83,4.27,4.27,84.1,-6.17,-6.17
1996-11-25,757.00,1.11,15.91,15.79,253.13,8.04,11.14,13.65,11.38,2.26,4.41,10.73,115.06,5.18,3.06,138.06,75.68,13.81,2.1,3.08,3.08,2.69,2.69,4.79,4.79,88.5,-5.61,-5.61
1996-11-26,756.00,-0.13,16.97,15.81,287.98,8.04,11.14,13.76,11.39,3.21,4.42,10.73,115.06,6.24,3.08,172.92,75.68,13.81,3.16,3.08,3.08,2.69,2.69,5.85,5.85,89.56,-5.72,-5.72
1996-11-27,755.00,-0.13,16.96,15.83,287.64,8.11,11.14,13.76,11.4,3.2,4.44,10.77,116.08,6.19,3.11,171.56,76.31,13.87,3.09,3.1,3.1,2.66,2.66,5.75,5.75,90.17,-5.64,-5.64
1996-11-29,757.00,0.26,17.14,15.86,293.78,8.1,11.14,14.19,11.4,2.95,4.45,10.77,115.94,6.37,3.13,177.84,76.22,13.86,3.28,3.09,3.09,2.66,2.66,5.94,5.94,90.27,-6.08,-6.08
1996-12-02,756.60,-0.05,17.93,15.88,321.48,8.09,11.14,14.21,11.41,3.72,4.47,10.76,115.72,7.17,3.16,205.76,76.08,13.85,4.08,3.09,3.09,2.67,2.67,6.75,6.75,90.92,-6.12,-6.12
1996-12-03,748.30,-1.1,18.68,15.91,348.94,8.89,11.14,13.8,11.42,4.88,4.49,11.28,127.13,7.4,3.19,221.82,83.17,14.5,4.18,3.23,3.23,2.38,2.38,6.56,6.56,98.62,-4.91,-4.91
1996-12-04,745.10,-0.43,17.93,15.93,321.48,8.87,11.14,13.87,11.43,4.06,4.5,11.26,126.86,6.67,3.21,194.62,83.0,14.49,3.44,3.22,3.22,2.39,2.39,5.83,5.83,97.71,-4.99,-4.99
1996-12-05,744.40,-0.09,18.14,15.95,329.06,8.9,11.14,13.85,11.44,4.29,4.52,11.28,127.32,6.86,3.23,201.74,83.29,14.51,3.63,3.23,3.23,2.38,2.38,6.01,6.01,98.2,-4.95,-4.95
1996-12-06,739.60,-0.64,18.82,15.99,354.19,8.85,11.15,13.76,11.45,5.06,4.54,11.25,126.48,7.57,3.26,227.72,82.76,14.47,4.35,3.22,3.22,2.4,2.4,6.76,6.76,98.36,-4.91,-4.91
1996-12-09,749.80,1.38,17.75,16.01,315.06,9.43,11.15,13.32,11.45,4.43,4.56,11.62,135.09,6.13,3.28,179.97,88.11,14.94,2.81,3.32,3.32,2.19,2.19,5.0,5.0,102.54,-3.89,-3.89
1996-12-10,747.50,-0.31,17.88,16.04,319.69,9.31,11.16,13.74,11.46,4.14,4.58,11.55,133.32,6.33,3.3,186.38,87.01,14.84,3.04,3.3,3.3,2.23,2.23,5.27,5.27,101.59,-4.43,-4.43
1996-12-11,740.70,-0.91,19.68,16.08,387.3,9.81,11.17,13.74,11.46,5.94,4.61,11.87,140.85,7.81,3.33,246.45,91.69,15.25,4.43,3.38,3.38,2.06,2.06,6.49,6.49,107.99,-3.93,-3.93
1996-12-12,729.30,-1.54,20.45,16.11,418.2,10.99,11.18,13.06,11.47,7.39,4.65,12.63,159.49,7.82,3.36,258.71,103.26,16.21,4.24,3.58,3.58,1.64,1.64,5.88,5.88,120.13,-2.07,-2.07
1996-12-13,728.60,-0.1,21.09,16.15,444.79,10.91,11.19,13.04,11.47,8.05,4.68,12.58,158.16,8.51,3.39,286.63,102.43,16.14,4.95,3.57,3.57,1.67,1.67,6.61,6.61,119.96,-2.13,-2.13
1996-12-16,721.00,-1.04,21.99,16.18,483.56,11.38,11.2,12.73,11.48,9.26,4.71,12.88,165.83,9.11,3.42,317.73,107.2,16.52,5.47,3.65,3.65,1.5,1.5,6.97,6.97,125.54,-1.35,-1.35
1996-12-17,726.00,0.69,20.77,16.21,431.39,11.47,11.21,13.2,11.48,7.57,4.73,12.94,167.46,7.83,3.44,263.93,108.21,16.6,4.17,3.66,3.66,1.47,1.47,5.63,5.63,125.32,-1.72,-1.72
1996-12-18,731.50,0.76,19.42,16.24,377.14,11.29,11.22,13.11,11.49,6.31,4.75,12.82,164.46,6.6,3.47,212.68,106.35,16.46,2.96,3.63,3.63,1.53,1.53,4.49,4.49,122.14,-1.82,-1.82
1996-12-19,745.80,1.95,18.77,16.27,352.31,11.88,11.22,12.08,11.49,6.69,4.78,13.2,174.24,5.57,3.49,178.08,112.42,16.93,1.84,3.73,3.73,1.32,1.32,3.16,3.16,127.46,-0.2,-0.2
1996-12-20,748.90,0.42,18.85,16.3,355.32,11.88,11.23,12.07,11.5,6.78,4.81,13.2,174.28,5.65,3.52,181.05,112.44,16.93,1.92,3.73,3.73,1.32,1.32,3.24,3.24,127.56,-0.19,-0.19
1996-12-23,746.90,-0.27,19.5,16.33,380.25,11.88,11.24,12.84,11.5,6.66,4.83,13.2,174.3,6.3,3.54,205.95,112.46,16.93,2.57,3.73,3.73,1.32,1.32,3.89,3.89,128.22,-0.96,-0.96
1996-12-24,751.00,0.55,18.68,16.36,348.94,11.96,11.25,12.79,11.51,5.89,4.85,13.25,175.63,5.43,3.56,173.31,113.28,17.0,1.68,3.74,3.74,1.29,1.29,2.98,2.98,128.22,-0.83,-0.83
1996-12-26,755.80,0.64,18.59,16.39,345.59,12.0,11.26,13.09,11.51,5.5,4.87,13.28,176.34,5.31,3.58,169.25,113.72,17.03,1.56,3.75,3.75,1.28,1.28,2.84,2.84,128.56,-1.09,-1.09
1996-12-27,756.80,0.13,19.13,16.41,365.96,12.0,11.27,13.24,11.52,5.89,4.89,13.28,176.29,5.85,3.6,189.67,113.69,17.03,2.1,3.75,3.75,1.28,1.28,3.38,3.38,129.07,-1.24,-1.24
1996-12-30,753.90,-0.38,19.51,16.44,380.64,11.97,11.28,13.2,11.53,6.31,4.92,13.26,175.78,6.25,3.62,204.86,113.38,17.0,2.51,3.75,3.75,1.29,1.29,3.8,3.8,129.14,-1.23,-1.23
1996-12-31,740.70,-1.75,20.92,16.48,437.65,13.08,11.3,12.61,11.53,8.31,4.95,13.98,195.32,6.94,3.65,242.33,125.51,17.91,3.01,3.94,3.94,0.89,0.89,3.9,3.9,142.49,0.47,0.47
1997-01-02,737.00,-0.5,21.14,16.51,446.9,13.16,11.31,12.63,11.53,8.51,4.97,14.03,196.83,7.11,3.67,250.07,126.45,17.98,3.16,3.95,3.95,0.87,0.87,4.03,4.03,143.64,0.54,0.54
1997-01-03,748.00,1.49,19.13,16.53,365.96,13.71,11.33,12.3,11.53,6.83,5.0,14.38,206.84,4.75,3.68,159.12,132.66,18.43,0.7,4.04,4.04,0.67,0.67,1.38,1.38,147.75,1.41,1.41
1997-01-06,747.60,-0.05,19.89,16.55,395.61,13.7,11.35,12.42,11.53,7.47,5.02,14.37,206.6,5.52,3.7,189.02,132.51,18.41,1.48,4.04,4.04,0.68,0.68,2.15,2.15,148.36,1.27,1.27
1997-01-07,753.20,0.75,19.35,16.57,374.42,13.85,11.36,12.54,11.53,6.81,5.04,14.47,209.37,4.88,3.7,165.05,134.24,18.54,0.81,4.07,4.07,0.62,0.62,1.44,1.44,149.52,1.31,1.31
1997-01-08,748.40,-0.64,20.24,16.59,409.66,13.8,11.37,12.98,11.54,7.26,5.05,14.44,208.56,5.8,3.71,201.1,133.73,18.5,1.74,4.06,4.06,0.64,0.64,2.38,2.38,149.91,0.83,0.83
1997-01-09,754.90,0.87,20.91,16.61,437.23,13.65,11.38,12.87,11.55,8.04,5.06,14.34,205.76,6.57,3.73,231.47,131.99,18.38,2.53,4.03,4.03,0.69,0.69,3.22,3.22,148.87,0.78,0.78
1997-01-10,759.50,0.61,19.63,16.63,385.34,13.76,11.39,13.06,11.55,6.57,5.08,14.41,207.79,5.22,3.75,177.55,133.25,18.47,1.16,4.05,4.05,0.65,0.65,1.82,1.82,148.83,0.7,0.7
1997-01-13,759.50,0.0,19.84,16.65,393.63,13.76,11.4,13.04,11.55,6.8,5.1,14.41,207.66,5.43,3.76,185.97,133.17,18.46,1.38,4.05,4.05,0.66,0.66,2.03,2.03,148.96,0.71,0.71
1997-01-14,768.90,1.24,19.27,16.67,371.33,14.19,11.4,13.0,11.56,6.27,5.11,14.69,215.78,4.58,3.78,155.55,138.21,18.81,0.46,4.13,4.13,0.5,0.5,0.96,0.96,153.36,1.19,1.19
1997-01-15,767.20,-0.22,19.4,16.69,376.36,14.21,11.41,13.65,11.57,5.75,5.13,14.7,216.15,4.7,3.79,160.21,138.44,18.83,0.57,4.13,4.13,0.49,0.49,1.06,1.06,153.72,0.55,0.55
1997-01-16,769.80,0.34,19.61,16.72,384.55,13.8,11.42,13.77,11.57,5.84,5.14,14.44,208.52,5.17,3.81,176.03,133.71,18.5,1.11,4.06,4.06,0.64,0.64,1.75,1.75,149.26,0.03,0.03
1997-01-17,776.20,0.83,18.63,16.74,347.08,13.87,11.43,13.67,11.58,4.96,5.16,14.48,209.71,4.15,3.83,137.36,134.45,18.55,0.08,4.07,4.07,0.62,0.62,0.69,0.69,149.01,0.2,0.2
1997-01-20,776.70,0.06,18.6,16.76,345.96,13.85,11.44,13.79,11.59,4.81,5.18,14.47,209.44,4.13,3.84,136.52,134.28,18.54,0.06,4.07,4.07,0.62,0.62,0.68,0.68,148.81,0.06,0.06
1997-01-21,782.70,0.77,17.81,16.78,317.2,13.76,11.45,14.18,11.59,3.63,5.19,14.41,207.72,3.4,3.85,109.47,133.21,18.46,-0.65,4.05,4.05,0.65,0.65,-0.0,-0.0,146.97,-0.42,-0.42
1997-01-22,786.20,0.45,17.09,16.8,292.07,13.32,11.45,14.21,11.6,2.88,5.2,14.13,199.62,2.96,3.87,92.45,128.18,18.11,-1.02,3.98,3.98,0.81,0.81,-0.2,-0.2,141.29,-0.89,-0.89
1997-01-23,777.60,-1.09,18.47,16.82,341.14,13.74,11.46,13.93,11.59,4.54,5.22,14.4,207.43,4.07,3.89,133.71,133.03,18.45,0.02,4.05,4.05,0.66,0.66,0.68,0.68,147.45,-0.19,-0.19
1997-01-24,770.50,-0.91,19.33,16.85,373.65,13.74,11.46,13.84,11.59,5.49,5.26,14.4,207.43,4.93,3.91,166.22,133.03,18.45,0.88,4.05,4.05,0.66,0.66,1.54,1.54,148.31,-0.1,-0.1
1997-01-27,765.00,-0.71,20.16,16.88,406.43,13.06,11.47,13.66,11.58,6.5,5.3,13.96,194.89,6.2,3.94,211.53,125.25,17.89,2.27,3.93,3.93,0.9,0.9,3.17,3.17,141.47,-0.6,-0.6
1997-01-28,765.00,0.0,20.74,16.91,430.15,13.04,11.47,13.99,11.58,6.75,5.34,13.95,194.64,6.79,3.97,235.51,125.09,17.88,2.86,3.93,3.93,0.91,0.91,3.77,3.77,141.9,-0.95,-0.95
1997-01-29,772.50,0.98,20.23,16.94,409.25,12.73,11.48,14.92,11.58,5.31,5.37,13.75,189.04,6.48,4.0,220.21,121.61,17.63,2.6,3.88,3.88,1.02,1.02,3.62,3.62,137.97,-2.19,-2.19
1997-01-30,784.20,1.51,19.47,16.97,379.08,13.2,11.48,14.34,11.57,5.13,5.4,14.05,197.44,5.42,4.02,181.64,126.83,18.01,1.46,3.96,3.96,0.85,0.85,2.32,2.32,142.34,-1.14,-1.14
1997-01-31,786.20,0.26,20.82,17.0,433.47,13.11,11.49,14.35,11.57,6.47,5.43,14.0,195.9,6.82,4.05,237.57,125.87,17.94,2.88,3.94,3.94,0.88,0.88,3.77,3.77,142.75,-1.24,-1.24
1997-02-03,786.70,0.06,19.58,17.02,383.38,12.08,11.49,14.53,11.56,5.05,5.46,13.33,177.71,6.25,4.07,205.66,114.58,17.1,2.48,3.77,3.77,1.25,1.25,3.73,3.73,130.39,-2.45,-2.45
1997-02-04,789.30,0.33,19.43,17.04,377.52,12.07,11.5,14.57,11.56,4.86,5.48,13.32,177.5,6.11,4.09,200.03,114.44,17.09,2.34,3.76,3.76,1.26,1.26,3.6,3.6,130.11,-2.51,-2.51
1997-02-05,778.30,-1.39,21.06,17.07,443.52,12.84,11.5,14.03,11.55,7.03,5.52,13.82,191.03,7.24,4.11,252.5,122.84,17.72,3.34,3.9,3.9,0.98,0.98,4.32,4.32,140.01,-1.19,-1.19
1997-02-06,780.10,0.23,20.16,17.1,406.43,12.79,11.51,14.03,11.55,6.13,5.54,13.79,190.04,6.37,4.13,216.38,122.23,17.67,2.49,3.89,3.89,1.0,1.0,3.49,3.49,138.51,-1.24,-1.24
1997-02-07,789.60,1.22,18.9,17.11,357.21,13.09,11.51,13.8,11.54,5.1,5.57,13.98,195.55,4.92,4.15,161.66,125.65,17.92,0.98,3.94,3.94,0.89,0.89,1.87,1.87,140.62,-0.71,-0.71
1997-02-10,785.40,-0.53,20.65,17.14,426.42,13.24,11.52,13.73,11.54,6.92,5.6,14.08,198.22,6.57,4.17,228.2,127.31,18.04,2.61,3.96,3.96,0.84,0.84,3.45,3.45,144.0,-0.49,-0.49
1997-02-11,789.60,0.53,19.97,17.16,398.8,13.2,11.53,13.65,11.53,6.32,5.62,14.05,197.48,5.92,4.18,201.32,126.85,18.01,1.96,3.96,3.96,0.85,0.85,2.81,2.81,142.87,-0.45,-0.45
1997-02-12,802.80,1.67,19.48,17.17,379.47,12.61,11.53,14.03,11.53,5.45,5.64,13.67,186.99,5.81,4.2,192.48,120.34,17.53,1.95,3.86,3.86,1.06,1.06,3.01,3.01,135.96,-1.42,-1.42
1997-02-13,811.80,1.12,19.23,17.18,369.79,12.63,11.53,14.73,11.53,4.5,5.65,13.68,187.21,5.55,4.21,182.59,120.47,17.54,1.69,3.86,3.86,1.06,1.06,2.75,2.75,135.84,-2.11,-2.11
1997-02-14,808.50,-0.41,19.18,17.2,367.87,12.3,11.53,14.81,11.53,4.37,5.67,13.47,181.51,5.71,4.22,186.36,116.94,17.28,1.9,3.8,3.8,1.17,1.17,3.08,3.08,132.31,-2.51,-2.51
1997-02-18,816.30,0.96,19.7,17.21,388.09,12.42,11.53,14.68,11.53,5.02,5.68,13.55,183.68,6.15,4.23,204.41,118.28,17.38,2.32,3.82,3.82,1.13,1.13,3.45,3.45,134.16,-2.26,-2.26
1997-02-19,812.50,-0.47,20.61,17.23,424.77,12.54,11.53,14.7,11.53,5.91,5.71,13.63,185.71,6.98,4.26,239.07,119.54,17.47,3.14,3.84,3.84,1.09,1.09,4.23,4.23,136.31,-2.16,-2.16
